campaign_id,campaign_name,campaign_start_date,campaign_end_date,campaign_budget,campaign_impressions,campaign_clicks,campaign_conversions,campaign_reach,campaign_engagement_rate,campaign_click_through_rate,campaign_conversion_rate,campaign_average_engagement,campaign_total_engagement,campaign_video_views,campaign_video_completion_rate,campaign_comments
411,Ms,6/5/2022,7/6/2022,"$9,851.06 ",302410,5884,353,613451,0.07,0.43,0.08,6,7884,391099,0.4,901
412,Ms,1/19/2022,3/1/2022,"$8,276.92 ",576209,4958,213,966132,0.07,0.33,0.14,10,1979,625936,0.3,341
413,Rev,9/30/2022,7/9/2022,"$3,304.71 ",266974,5797,629,373212,0.07,0.33,0.27,8,1257,602212,0.44,607
414,Dr,12/2/2022,6/19/2022,"$8,341.03 ",538083,995,277,473466,0.02,0.04,0.01,4,2203,679577,0.48,920
415,Ms,1/21/2022,10/14/2022,"$7,059.69 ",716468,5526,221,756361,0.08,0.37,0.41,6,419,190303,0.46,646
416,Mrs,6/15/2022,9/23/2022,"$4,524.01 ",5887,8862,515,541438,0.01,0.18,0.36,2,7760,324052,0.38,717
417,Ms,8/7/2022,2/3/2022,"$3,012.32 ",503025,279,781,611599,0.04,0.09,0.35,8,3302,74865,0.3,463
418,Ms,8/11/2022,5/3/2022,"$1,487.13 ",476486,9153,367,142323,0.08,0.31,0.37,1,8919,554274,0.28,715
419,Mr,9/22/2022,12/2/2022,"$1,262.88 ",788264,2861,31,875981,0.07,0.14,0.29,10,3215,821500,0.16,147
420,Honorable,1/7/2022,9/29/2022,"$2,045.61 ",646900,7961,262,648996,0.07,0.17,0.21,7,3590,180406,0.3,590
421,Dr,4/3/2022,8/28/2022,"$6,319.21 ",771302,6474,718,10727,0.02,0.31,0.45,5,8303,625069,0.15,745
422,Mrs,4/23/2022,3/9/2022,"$9,672.38 ",172600,1562,517,363050,0.04,0.47,0.27,4,7179,852357,0.18,279
423,Dr,1/6/2022,10/7/2022,"$1,043.41 ",791575,8270,844,243894,0.06,0.3,0.49,10,5616,772561,0.39,11
424,Honorable,3/16/2022,9/20/2022,"$5,826.43 ",998587,8421,367,328182,0.03,0.2,0.49,7,382,282832,0.49,523
425,Dr,5/1/2022,6/16/2022,"$9,542.03 ",586541,5685,409,734449,0.06,0.32,0.01,3,639,194336,0.17,538
426,Mr,9/8/2022,7/17/2022,"$3,875.66 ",787475,3774,769,614995,0.02,0.22,0.45,3,1822,874142,0.28,560
427,Rev,1/8/2022,11/24/2022,"$4,901.56 ",331872,8390,909,514451,0.08,0.47,0.09,4,8389,717059,0.33,310
428,Mr,5/21/2022,4/20/2022,"$4,366.60 ",32952,776,121,888224,0.01,0.32,0.3,2,1161,782968,0.07,817
429,Mr,5/25/2022,5/19/2022,"$3,493.33 ",842392,7786,220,682385,0.03,0.17,0.35,3,2170,166760,0.22,538
430,Mr,12/4/2022,2/26/2022,"$9,568.46 ",762271,6634,954,136956,0.04,0.45,0.49,6,3149,873402,0.41,423
431,Dr,6/29/2022,8/31/2022,"$7,481.46 ",799082,9332,856,623967,0.02,0.41,0.03,4,6730,307147,0.17,612
432,Dr,12/3/2022,1/24/2022,"$7,895.46 ",613856,9981,450,472452,0.1,0.4,0.02,8,1762,795397,0.2,798
433,Dr,3/19/2022,6/3/2022,"$4,824.95 ",737110,574,644,538746,0.05,0.43,0.42,7,6909,172915,0.02,692
434,Mrs,4/25/2022,6/10/2022,"$2,135.95 ",950983,5922,91,19925,0.07,0.28,0.1,10,5025,62223,0.39,319
435,Mrs,5/23/2022,1/2/2022,"$2,140.65 ",913850,3010,250,423555,0.08,0.38,0.19,3,7393,98249,0.05,732
436,Rev,12/14/2022,1/6/2022,"$9,898.25 ",8627,3570,567,252545,0.07,0.34,0.32,8,6616,465082,0.33,537
437,Rev,5/2/2022,5/26/2022,"$7,871.64 ",37636,3183,261,818507,0.02,0.23,0.26,1,3221,250018,0.1,912
438,Rev,10/18/2022,5/10/2022,"$8,782.54 ",271437,847,97,481960,0.05,0.25,0.42,1,495,590184,0.16,333
439,Dr,10/30/2022,9/25/2022,"$8,359.64 ",875744,4023,177,628689,0.03,0.11,0.31,6,755,966642,0.06,953
440,Ms,6/15/2022,8/18/2022,"$9,680.23 ",559422,2700,791,243543,0.02,0.23,0.36,5,4424,608222,0.24,832
441,Dr,7/17/2022,6/24/2022,"$2,856.68 ",629473,8725,358,910737,0.06,0.48,0.38,10,1122,383866,0.23,203
442,Mr,5/30/2022,2/28/2022,"$2,201.02 ",235602,2244,42,53555,0.03,0.07,0.05,8,7719,38298,0.02,791
443,Mrs,9/22/2022,5/21/2022,"$2,820.79 ",202867,6545,808,584252,0.02,0.15,0.35,10,4518,632672,0.24,414
444,Honorable,12/27/2022,6/28/2022,"$9,466.83 ",843275,782,290,776145,0.09,0.17,0.49,10,9252,7245,0.21,535
445,Mr,6/24/2022,4/11/2022,"$1,571.20 ",995131,5575,240,178890,0.08,0.27,0.23,1,3734,382249,0.07,342
446,Mrs,5/6/2022,6/22/2022,"$3,422.54 ",878985,4728,972,975709,0.06,0.1,0.02,9,4344,983278,0.46,56
447,Honorable,7/14/2022,4/16/2022,"$7,048.25 ",803359,9606,653,650899,0.03,0.07,0.25,7,606,521574,0.14,365
448,Dr,9/14/2022,7/25/2022,"$6,800.28 ",871807,4942,324,72559,0.03,0.08,0.35,7,8167,898204,0.17,984
449,Honorable,9/19/2022,6/24/2022,"$7,425.52 ",278678,8406,577,316741,0.05,0.2,0.29,1,6211,128590,0.01,175
450,Honorable,5/13/2022,5/23/2022,"$4,802.00 ",900487,9427,689,678575,0.1,0.14,0.27,8,5996,472165,0.03,573
451,Mr,10/3/2022,10/18/2022,"$2,932.97 ",899220,1018,325,101104,0.01,0.41,0.37,1,3036,405398,0.27,830
452,Rev,8/14/2022,8/15/2022,"$3,820.26 ",705152,9949,344,306533,0.06,0.48,0.05,4,9392,329770,0.22,879
453,Rev,2/8/2022,10/8/2022,"$5,677.99 ",652707,7831,187,239463,0.03,0.37,0.13,7,7308,276262,0.35,175
454,Mrs,11/6/2022,5/10/2022,"$8,486.55 ",749593,4883,585,142735,0.09,0.43,0.1,9,4246,686389,0.06,663
455,Dr,7/30/2022,9/26/2022,"$7,050.14 ",777024,8440,57,580131,0.08,0.38,0.28,7,5563,32041,0.02,774
456,Honorable,10/1/2022,12/8/2022,"$3,746.20 ",652460,5806,707,472321,0.03,0.42,0.07,10,6747,316913,0.21,50
457,Ms,3/29/2022,8/18/2022,"$5,608.72 ",708991,4798,882,454081,0.03,0.3,0.23,9,7253,398740,0.05,328
458,Honorable,8/5/2022,2/6/2022,"$2,348.75 ",465741,6216,869,56035,0.02,0.07,0.15,2,2115,957044,0.34,191
459,Honorable,1/13/2022,4/27/2022,"$4,206.53 ",291840,7555,501,954454,0.04,0.3,0.43,3,2195,863897,0.06,891
460,Ms,10/21/2022,11/30/2022,"$8,286.03 ",761100,3450,233,514841,0.09,0.5,0.24,5,1780,857331,0.41,971
461,Ms,10/21/2022,9/3/2022,"$6,230.94 ",241277,1644,634,213103,0.02,0.27,0.41,7,2768,880595,0.5,348
462,Dr,6/9/2022,4/4/2022,"$4,489.51 ",560137,1907,675,973731,0.02,0.36,0.08,10,1787,392423,0.13,85
463,Rev,12/17/2022,10/26/2022,"$6,345.72 ",55509,6129,474,266770,0.01,0.47,0.04,9,4882,902365,0.21,453
464,Ms,10/18/2022,5/11/2022,"$5,720.34 ",126740,6823,70,161681,0.02,0.12,0.45,6,363,181819,0.44,968
465,Honorable,3/27/2022,2/24/2022,"$6,606.07 ",583593,1732,508,741405,0.07,0.01,0.39,7,164,737086,0.02,202
466,Dr,4/4/2022,5/22/2022,"$5,298.32 ",21872,1699,421,310062,0.03,0.22,0.47,4,7860,547895,0.45,26
467,Rev,10/31/2022,7/12/2022,"$2,420.11 ",265063,8393,851,55364,0.05,0.33,0.27,7,1551,56399,0.03,973
468,Mrs,9/3/2022,11/27/2022,"$1,605.37 ",238623,5380,206,554464,0.1,0.02,0.2,3,5035,212049,0.11,763
469,Honorable,3/6/2022,8/10/2022,"$6,117.92 ",243935,3947,875,782433,0.02,0.18,0.23,7,1991,733876,0.44,332
470,Ms,12/29/2022,12/23/2022,"$7,923.87 ",575804,2067,353,382231,0.01,0.45,0.4,4,2480,987699,0.39,498
471,Ms,11/17/2022,7/16/2022,"$3,641.04 ",733045,6221,76,361738,0.08,0.44,0.48,8,623,144513,0.49,117
472,Honorable,10/3/2022,2/19/2022,"$1,342.81 ",96542,637,636,679345,0.03,0.49,0.31,9,9254,570077,0.11,359
473,Honorable,8/16/2022,5/21/2022,"$5,649.70 ",52968,5970,531,376639,0.06,0.27,0.36,3,9611,377028,0.33,642
474,Honorable,9/19/2022,5/7/2022,"$2,790.86 ",82038,5013,492,559980,0.09,0.09,0.42,1,4819,897301,0.05,67
475,Ms,12/3/2022,12/21/2022,"$2,931.67 ",971579,5247,203,969530,0.02,0.31,0.15,7,5584,853079,0.48,271
476,Rev,6/28/2022,7/23/2022,"$9,021.01 ",333600,689,20,504968,0.04,0.01,0.3,9,2263,42489,0.38,900
477,Honorable,12/18/2022,9/13/2022,"$8,299.43 ",669643,9403,721,45128,0.09,0.38,0.29,3,3559,693172,0.38,921
478,Honorable,1/17/2022,8/26/2022,"$1,445.35 ",959816,1635,162,173231,0.04,0.4,0.5,6,1895,335021,0.09,274
479,Rev,3/20/2022,1/16/2022,"$9,602.09 ",411369,1610,492,783934,0.08,0.46,0.25,9,5327,607660,0.19,887
480,Dr,5/19/2022,8/8/2022,"$5,056.00 ",13344,8848,564,5402,0.06,0.03,0.18,6,8663,924321,0.33,880
481,Ms,2/27/2022,9/23/2022,"$1,132.19 ",976895,8885,274,17975,0.09,0.29,0.27,6,4497,803676,0.21,610
482,Mr,1/3/2022,11/28/2022,"$3,264.99 ",867610,263,184,28842,0.05,0.24,0.02,2,2497,842394,0.19,299
483,Mrs,7/23/2022,1/2/2022,"$1,393.70 ",912603,1032,829,194215,0.06,0.15,0.02,6,6069,5216,0.36,171
484,Rev,11/18/2022,6/28/2022,"$4,056.05 ",508812,1978,355,145164,0.08,0.34,0.14,6,4973,976271,0.39,220
485,Mrs,1/2/2022,10/28/2022,"$4,697.13 ",327364,389,986,887008,0.1,0.33,0.16,7,2552,217614,0.14,188
486,Mr,1/14/2022,3/8/2022,"$8,333.63 ",495056,5781,120,24165,0.07,0.27,0.48,9,2813,492071,0.21,442
487,Rev,4/27/2022,6/29/2022,"$6,572.47 ",194317,142,987,100014,0.09,0.41,0.2,4,4357,796044,0.43,510
488,Dr,4/20/2022,11/22/2022,"$6,536.34 ",242239,9409,637,207443,0.05,0.5,0.41,7,3844,612284,0.32,776
489,Mr,4/1/2022,3/21/2022,"$7,938.61 ",843498,6605,110,244054,0.08,0.38,0.43,9,5327,84701,0.26,529
490,Rev,7/15/2022,11/27/2022,"$9,663.26 ",12179,4933,248,349847,0.02,0.09,0.03,10,3439,616346,0.05,647
491,Honorable,11/3/2022,2/18/2022,"$9,314.50 ",485128,698,747,451403,0.04,0.33,0.49,7,9986,493955,0.47,510
492,Honorable,8/15/2022,11/29/2022,"$2,360.62 ",607104,3559,262,674946,0.07,0.09,0.18,6,7822,17332,0.36,175
493,Rev,12/27/2022,5/8/2022,"$7,958.54 ",474002,6232,491,423474,0.08,0.28,0.33,4,5319,943899,0.07,250
494,Rev,12/10/2022,12/15/2022,"$2,007.35 ",73403,1058,33,767859,0.03,0.29,0.14,7,388,145293,0.34,566
495,Ms,10/4/2022,8/13/2022,"$1,316.54 ",296953,9068,417,431880,0.1,0.45,0.26,10,5521,439650,0.47,649
496,Dr,5/9/2022,2/8/2022,"$9,657.04 ",887291,8447,84,464115,0.04,0.09,0.46,8,8028,908813,0.24,808
497,Mrs,6/8/2022,1/5/2022,"$8,737.64 ",205605,5304,527,415709,0.07,0.27,0.13,10,2443,955549,0.34,941
498,Mr,8/3/2022,9/16/2022,"$9,523.06 ",728857,4295,486,198729,0.08,0.2,0.36,5,9475,556464,0.17,554
499,Mrs,3/23/2022,9/14/2022,"$8,816.75 ",993223,7486,669,767731,0.06,0.06,0.34,2,3299,674067,0.04,696
500,Ms,8/19/2022,6/12/2022,"$1,254.06 ",350583,6520,731,606997,0.03,0.4,0.12,6,9397,346823,0.2,433
501,Dr,4/10/2022,7/2/2022,"$9,665.40 ",84882,7885,840,675084,0.09,0.45,0.24,6,8865,98677,0.03,354
502,Honorable,5/5/2022,3/1/2022,"$2,371.34 ",108599,4467,609,499790,0.01,0.3,0.21,2,7756,115649,0.31,374
503,Mrs,2/1/2022,2/19/2022,"$7,701.88 ",254401,1391,940,379404,0.07,0.27,0.34,3,3207,775247,0.17,497
504,Mrs,4/7/2022,7/12/2022,"$1,155.54 ",733991,4949,497,842917,0.05,0.18,0.18,9,5178,583268,0.38,643
505,Rev,8/16/2022,3/1/2022,"$8,521.49 ",298963,6051,638,735172,0.04,0.41,0.25,2,8349,805412,0.42,942
506,Mr,6/30/2022,10/4/2022,"$2,289.30 ",708040,3250,102,977679,0.04,0.24,0.24,5,7184,903284,0.14,570
507,Mr,12/20/2022,6/30/2022,"$5,785.81 ",197705,8790,921,706057,0.04,0.1,0.49,6,6148,600917,0.2,780
508,Honorable,5/3/2022,9/8/2022,"$1,870.50 ",932183,3558,214,513634,0.01,0.39,0.23,4,1952,976741,0.48,970
509,Ms,12/7/2022,2/28/2022,"$6,621.06 ",202787,265,365,207475,0.07,0.15,0.23,4,9670,345613,0.38,188
510,Dr,7/4/2022,12/26/2022,"$5,073.08 ",181712,7171,308,383107,0.02,0.26,0.03,10,3586,365301,0.11,334
511,Honorable,6/25/2022,8/25/2022,"$5,471.14 ",496052,6501,336,182967,0.06,0.18,0.18,3,2512,475253,0.42,279
512,Honorable,1/13/2022,7/24/2022,"$6,169.34 ",786573,2516,865,488958,0.08,0.33,0.23,4,7946,281311,0.17,201
513,Honorable,5/9/2022,5/15/2022,"$2,677.32 ",88924,3956,870,909451,0.07,0.36,0.17,9,3706,699992,0.12,492
514,Ms,3/7/2022,1/23/2022,"$7,478.36 ",283990,1730,851,561276,0.06,0.02,0.45,4,5600,50174,0.41,148
515,Dr,6/19/2022,10/19/2022,"$7,569.05 ",14679,2295,899,608879,0.1,0.02,0.12,1,3352,237502,0.45,309
516,Mrs,8/28/2022,4/1/2022,"$1,005.44 ",368053,5171,855,893257,0.1,0.42,0.26,2,4798,848418,0.27,305
517,Mr,11/26/2022,11/6/2022,"$5,494.05 ",988323,2343,36,337422,0.06,0.01,0.12,7,8693,454816,0.11,155
518,Honorable,2/3/2022,2/24/2022,"$3,509.92 ",394666,8827,852,541586,0.08,0.44,0.29,4,6983,204508,0.21,579
519,Mr,3/27/2022,10/5/2022,"$9,277.24 ",343453,7201,452,93189,0.02,0.39,0.34,6,6670,386660,0.29,600
520,Mrs,11/14/2022,7/4/2022,"$1,749.36 ",34488,5991,863,915168,0.01,0.37,0.21,8,6642,494434,0.41,669
521,Ms,12/11/2022,10/27/2022,"$3,448.82 ",384504,5738,161,44791,0.04,0.47,0.35,7,2415,91498,0.27,103
522,Rev,2/4/2022,4/10/2022,"$5,476.83 ",397990,1828,310,101571,0.09,0.18,0.37,5,4237,561167,0.05,804
523,Honorable,3/13/2022,5/7/2022,"$2,188.70 ",843060,8105,821,920662,0.08,0.3,0.16,4,8317,150033,0.13,989
524,Rev,12/29/2022,10/25/2022,"$8,078.50 ",810296,7883,229,549360,0.06,0.33,0.44,8,2913,311964,0.24,739
525,Mrs,5/16/2022,3/30/2022,"$8,636.95 ",115892,1517,61,835161,0.06,0.11,0.01,7,5082,38058,0.03,419
526,Mrs,2/3/2022,3/22/2022,"$7,411.74 ",834367,7995,674,288130,0.07,0.42,0.41,2,9512,945524,0.2,464
527,Dr,6/27/2022,3/28/2022,"$1,338.95 ",836535,7359,915,77831,0.05,0.05,0.21,5,1324,156423,0.42,854
528,Ms,7/3/2022,8/30/2022,"$8,983.68 ",831536,8913,155,850095,0.05,0.07,0.21,10,5702,552180,0.27,190
529,Honorable,2/10/2022,4/1/2022,"$7,832.05 ",487677,4602,486,353324,0.07,0.25,0.12,1,7888,991364,0.15,141
530,Mrs,3/7/2022,11/26/2022,"$5,356.86 ",343682,4095,641,518749,0.03,0.06,0.15,2,6014,781844,0.2,623
531,Dr,3/15/2022,9/28/2022,"$1,836.06 ",615723,4267,847,898502,0.1,0.1,0.43,10,4173,599963,0.38,597
532,Rev,5/15/2022,6/5/2022,"$5,386.73 ",63842,7494,845,430318,0.1,0.19,0.05,10,5091,813874,0.15,767
533,Honorable,4/18/2022,3/18/2022,"$7,865.00 ",99327,4407,506,738075,0.09,0.16,0.37,2,2670,59643,0.02,93
534,Honorable,1/28/2022,7/17/2022,"$3,732.17 ",489069,8534,97,78931,0.05,0.48,0.11,8,9755,811878,0.32,200
535,Mr,6/26/2022,12/2/2022,"$2,270.95 ",877561,6688,387,592378,0.03,0.44,0.15,8,6568,456125,0.45,413
536,Ms,6/26/2022,1/28/2022,"$5,800.31 ",845115,8898,395,617484,0.08,0.38,0.36,6,3627,991687,0.17,580
537,Ms,6/22/2022,3/31/2022,"$5,879.29 ",297980,5607,344,171773,0.05,0.5,0.43,9,1880,384364,0.34,656
538,Ms,3/19/2022,7/3/2022,"$2,319.48 ",527959,4947,881,344034,0.03,0.16,0.37,9,8000,123564,0.08,315
539,Mrs,5/3/2022,1/6/2022,"$5,025.50 ",568477,7134,97,401434,0.02,0.1,0.34,8,6771,532659,0.24,793
540,Mr,11/14/2022,1/30/2022,"$2,157.25 ",836025,5620,567,364228,0.04,0.31,0.33,6,7467,207048,0.32,71
541,Honorable,3/16/2022,6/24/2022,"$3,609.50 ",994110,1470,167,665204,0.08,0.35,0.31,5,3489,405001,0.24,315
542,Ms,3/9/2022,6/7/2022,"$7,693.89 ",150707,6485,667,626295,0.06,0.02,0.47,8,8075,958953,0.28,898
543,Honorable,7/11/2022,9/12/2022,"$7,168.25 ",344738,5822,263,175951,0.06,0.45,0.21,2,3998,956110,0.39,282
544,Honorable,1/7/2022,5/14/2022,"$3,518.64 ",373897,9441,967,517129,0.06,0.02,0.23,4,5696,333524,0.01,330
545,Mr,9/25/2022,9/13/2022,"$9,004.33 ",259348,462,557,646434,0.04,0.13,0.33,1,3149,48500,0.04,411
546,Dr,12/9/2022,3/12/2022,"$3,961.45 ",178584,5843,472,516105,0.09,0.03,0.02,6,7580,390900,0.13,747
547,Mr,4/5/2022,5/2/2022,"$2,052.33 ",680738,9044,356,64170,0.07,0.38,0.46,9,7251,907305,0.34,707
548,Rev,7/1/2022,8/13/2022,"$8,074.72 ",146998,433,343,833985,0.01,0.28,0.03,2,4832,906043,0.36,828
549,Mr,6/26/2022,10/4/2022,"$7,683.39 ",8109,5526,459,889946,0.06,0.21,0.02,9,1061,101067,0.39,16
550,Mr,10/11/2022,3/16/2022,"$5,249.96 ",842139,5127,172,130825,0.02,0.16,0.02,7,474,58071,0.41,827
551,Ms,9/5/2022,11/11/2022,"$7,439.06 ",433578,4677,810,150918,0.08,0.48,0.34,3,8830,851215,0.08,920
552,Rev,1/19/2022,3/25/2022,"$7,136.63 ",194507,6409,241,834775,0.05,0.27,0.12,1,4628,392124,0.3,936
553,Honorable,2/6/2022,3/7/2022,"$2,245.78 ",595334,5498,683,558408,0.03,0.21,0.13,8,2467,84209,0.38,942
554,Mrs,1/26/2022,2/10/2022,"$4,270.34 ",801825,8237,272,970970,0.04,0.21,0.08,8,8186,113036,0.28,790
555,Rev,2/26/2022,1/29/2022,"$6,731.53 ",851055,8158,254,862719,0.05,0.35,0.18,3,349,628323,0.44,235
556,Mr,8/14/2022,10/7/2022,"$4,794.00 ",394867,7506,368,439087,0.04,0.2,0.2,5,7226,851277,0.22,710
557,Dr,6/17/2022,8/11/2022,"$5,963.21 ",10820,5706,261,621910,0.05,0.27,0.24,7,3889,845123,0.33,104
558,Honorable,8/23/2022,7/2/2022,"$6,913.36 ",510419,4547,172,664045,0.04,0.41,0.17,6,8476,302655,0.02,615
559,Rev,8/6/2022,1/27/2022,"$6,896.91 ",925637,5180,347,134588,0.09,0.06,0.26,8,5405,609110,0.18,802
560,Honorable,5/20/2022,9/23/2022,"$9,801.42 ",851974,557,738,797621,0.05,0.35,0.27,2,2017,503066,0.23,757
561,Rev,8/27/2022,11/10/2022,"$8,842.85 ",410412,898,557,280402,0.1,0.12,0.15,9,1977,736696,0.07,171
562,Ms,9/23/2022,8/2/2022,"$4,045.15 ",373418,2205,815,697103,0.06,0.21,0.02,8,6775,388549,0.15,752
563,Honorable,1/21/2022,5/20/2022,"$6,436.73 ",461531,9103,74,129698,0.06,0.1,0.4,5,3592,59637,0.25,629
564,Ms,9/2/2022,4/23/2022,"$5,020.88 ",408234,3188,546,348113,0.09,0.29,0.23,7,1131,974500,0.24,416
565,Mrs,9/21/2022,3/18/2022,"$4,641.41 ",695372,8849,374,839110,0.08,0.06,0.35,4,7203,691097,0.24,627
566,Ms,5/9/2022,10/30/2022,"$8,107.96 ",69384,4277,806,484875,0.02,0.13,0.27,7,4878,578198,0.38,595
567,Ms,5/14/2022,9/2/2022,"$7,770.75 ",835436,1354,336,505086,0.09,0.21,0.05,2,5944,280204,0.29,375
568,Mrs,3/18/2022,10/18/2022,"$2,270.93 ",78786,7043,85,629110,0.08,0.49,0.48,8,9712,835052,0.36,902
569,Ms,5/15/2022,4/10/2022,"$3,013.52 ",643967,7103,184,627464,0.07,0.47,0.03,10,7725,406883,0.3,126
570,Dr,1/23/2022,5/1/2022,"$2,599.43 ",306033,8792,455,254167,0.03,0.3,0.13,10,6808,825558,0.2,919
571,Ms,4/9/2022,8/2/2022,"$4,269.73 ",904126,1739,935,425993,0.01,0.2,0.32,7,5986,290108,0.37,907
572,Ms,10/4/2022,2/18/2022,"$5,550.86 ",941342,3711,862,143233,0.02,0.49,0.14,7,6974,921250,0.34,783
573,Mr,12/16/2022,5/21/2022,"$7,061.84 ",522963,3532,950,163000,0.04,0.44,0.43,6,1916,356908,0.14,872
574,Mrs,7/13/2022,3/23/2022,"$8,522.19 ",24448,6857,631,157690,0.05,0.07,0.45,4,4660,117515,0.11,924
575,Mr,2/17/2022,7/9/2022,"$2,153.96 ",810662,1140,720,846638,0.06,0.09,0.07,4,6203,990436,0.32,173
576,Mr,8/25/2022,4/25/2022,"$7,009.56 ",389715,6220,480,931998,0.06,0.24,0.22,8,9093,706524,0.02,658
577,Rev,2/26/2022,1/17/2022,"$5,663.48 ",246997,5047,560,314261,0.08,0.28,0.04,8,4992,725959,0.47,163
578,Honorable,7/31/2022,8/15/2022,"$6,091.76 ",560304,4765,744,13784,0.09,0.25,0.32,1,9636,993089,0.42,495
579,Mrs,2/18/2022,5/1/2022,"$1,546.35 ",229406,1584,166,845789,0.02,0.45,0.23,2,5374,912317,0.3,619
580,Mr,3/11/2022,4/23/2022,"$8,710.34 ",534421,5254,669,668516,0.09,0.03,0.36,6,1155,343466,0.39,618
581,Ms,12/8/2022,2/22/2022,"$3,653.51 ",802558,8596,880,853394,0.08,0.35,0.31,2,7086,322018,0.18,383
582,Mr,6/2/2022,5/20/2022,"$2,616.86 ",224406,4447,58,630071,0.02,0.49,0.48,10,4486,652771,0.2,996
583,Mrs,11/22/2022,11/14/2022,"$9,770.16 ",955045,689,918,410260,0.09,0.27,0.29,6,4211,950067,0.41,172
584,Dr,9/12/2022,8/3/2022,"$3,038.50 ",647950,197,529,424776,0.05,0.4,0.26,3,1167,169103,0.19,110
585,Dr,4/27/2022,3/21/2022,"$3,457.08 ",31030,9371,592,831255,0.06,0.1,0.37,6,5055,338768,0.1,796
586,Rev,5/12/2022,9/19/2022,"$9,418.05 ",111392,8903,111,319102,0.08,0.42,0.43,8,3901,899705,0.12,950
587,Mr,5/26/2022,12/28/2022,"$1,888.30 ",864179,173,764,131518,0.01,0.21,0.14,6,5337,853772,0.06,739
588,Honorable,3/13/2022,1/24/2022,"$8,969.47 ",807754,8390,990,111469,0.06,0.47,0.4,10,6191,314262,0.42,951
589,Dr,5/19/2022,3/8/2022,"$7,828.98 ",634150,1049,223,374624,0.01,0.28,0.21,1,9083,777934,0.41,902
590,Dr,1/16/2022,6/27/2022,"$7,217.43 ",721044,470,358,538713,0.06,0.41,0.33,7,9739,533412,0.34,388
591,Dr,3/27/2022,10/9/2022,"$2,083.54 ",38417,9118,457,171963,0.02,0.2,0.03,3,1591,803095,0.46,687
592,Dr,12/20/2022,11/2/2022,"$2,718.08 ",610935,1900,369,183075,0.1,0.04,0.03,9,9753,743672,0.23,661
593,Ms,1/1/2022,1/30/2022,"$8,397.91 ",317356,5359,107,984683,0.05,0.14,0.44,6,6636,136076,0.39,473
594,Mrs,12/13/2022,9/2/2022,"$4,355.12 ",824053,6023,119,207348,0.07,0.18,0.42,2,9929,910503,0.08,244
595,Mrs,9/14/2022,6/20/2022,"$1,727.06 ",891795,5252,386,496393,0.07,0.47,0.45,2,8363,222128,0.35,492
596,Mrs,1/19/2022,4/6/2022,"$8,036.52 ",972127,4752,429,270161,0.05,0.2,0.13,2,2701,681603,0.38,588
597,Mrs,2/15/2022,5/10/2022,"$8,192.09 ",217575,9253,662,306991,0.07,0.46,0.29,5,8528,487297,0.36,432
598,Rev,6/29/2022,2/10/2022,"$3,692.09 ",974044,7933,28,301975,0.07,0.26,0.34,6,5969,676460,0.42,763
599,Mr,9/22/2022,1/15/2022,"$6,125.25 ",357248,7003,60,429695,0.08,0.24,0.11,6,4321,185128,0.12,80
600,Mrs,6/19/2022,3/30/2022,"$5,193.86 ",159148,4100,122,14629,0.04,0.34,0.15,8,5585,119350,0.15,503
601,Dr,11/20/2022,3/9/2022,"$7,013.74 ",917961,4535,48,887317,0.04,0.37,0.36,1,7458,750487,0.38,653
602,Honorable,2/7/2022,8/1/2022,"$2,865.74 ",52156,7546,335,67622,0.03,0.4,0.43,3,3116,891629,0.03,571
603,Rev,10/19/2022,3/2/2022,"$8,385.99 ",828285,9137,533,150329,0.06,0.17,0.26,5,8420,573263,0.2,249
604,Mrs,11/24/2022,5/19/2022,"$1,266.51 ",122534,6339,902,752825,0.05,0.48,0.03,2,6406,847846,0.12,456
605,Dr,1/14/2022,11/2/2022,"$8,860.04 ",369656,391,860,286052,0.06,0.26,0.16,7,7959,400733,0.33,632
606,Mrs,4/25/2022,1/11/2022,"$4,702.08 ",238751,1261,582,728518,0.06,0.13,0.44,3,749,255330,0.18,75
607,Honorable,4/12/2022,3/11/2022,"$6,276.86 ",724238,9185,315,679069,0.04,0.3,0.15,5,4495,356294,0.21,236
608,Mrs,5/3/2022,7/20/2022,"$2,663.27 ",61799,2745,678,795463,0.09,0.27,0.25,6,6868,425412,0.09,396
609,Ms,6/14/2022,6/27/2022,"$7,031.09 ",873532,3010,931,963125,0.07,0.38,0.42,3,8863,747092,0.35,177
610,Mr,12/24/2022,6/26/2022,"$1,180.69 ",616979,9817,206,457181,0.1,0.09,0.18,6,7555,838600,0.08,399
611,Rev,9/17/2022,4/3/2022,"$4,680.73 ",467543,9653,632,410817,0.08,0.09,0.14,8,7830,769949,0.03,453
612,Dr,2/10/2022,12/10/2022,"$9,209.50 ",245258,9254,760,874833,0.06,0.4,0.48,5,5226,973192,0.25,731
613,Dr,5/20/2022,7/16/2022,"$3,078.98 ",989298,1025,656,752051,0.1,0.28,0.45,1,970,874736,0.06,963
614,Mrs,11/1/2022,11/29/2022,"$6,448.94 ",418773,226,647,239150,0.04,0.11,0.02,5,2070,637251,0.39,257
615,Mr,7/21/2022,2/15/2022,"$9,404.80 ",619727,5433,788,643641,0.02,0.32,0.19,2,9966,998219,0.19,699
616,Mr,10/2/2022,2/15/2022,"$1,900.96 ",382875,4751,250,643976,0.1,0.17,0.13,7,4001,208935,0.29,227
