campaign_id,campaign_name,campaign_start_date,campaign_end_date,campaign_budget,campaign_impressions,campaign_clicks,campaign_conversions,campaign_reach,campaign_engagement_rate,campaign_click_through_rate,campaign_conversion_rate,campaign_average_engagement,campaign_total_engagement,campaign_video_views,campaign_video_completion_rate,campaign_comments
410,Spring Sale,7/24/2022,7/8/2022,$2698.80,308154,4502,818,917410,0.02,0.23,0.32,6,6703,799740,0.11,91
411,Spring Sale,1/25/2022,12/29/2022,$8166.32,297807,8285,328,772329,0.08,0.47,0.23,10,5471,641795,0.32,257
412,Summer Campaign,6/14/2022,9/11/2022,$6361.34,156676,2613,96,316516,0.07,0.41,0.27,5,4808,618306,0.26,324
413,Back-to-School Promotion,1/15/2022,5/24/2022,$5720.28,445717,5922,251,288204,0.07,0.15,0.28,7,2435,916680,0.45,779
414,Holiday Special,8/15/2022,8/16/2022,$7604.00,118005,6677,373,903412,0.04,0.4,0.44,9,1468,315319,0.27,184
415,Summer Campaign,6/18/2022,12/1/2022,$4359.87,252896,4619,796,916408,0.06,0.26,0.02,2,4848,882001,0.36,93
416,Holiday Special,4/2/2022,11/2/2022,$4923.82,5107,2371,392,181282,0.1,0.25,0.14,3,3428,948388,0.46,867
417,Back-to-School Promotion,3/28/2022,10/14/2022,$1734.33,304029,6951,685,735070,0.08,0.13,0.16,8,9524,910026,0.45,333
418,Spring Sale,1/17/2022,8/7/2022,$1599.75,577091,4334,100,555144,0.07,0.49,0.18,5,3180,615582,0.03,654
419,Spring Sale,5/15/2022,9/18/2022,$8523.65,46258,7747,923,42696,0.08,0.17,0.41,8,8437,509613,0.35,920
420,Spring Sale,3/7/2022,8/24/2022,$4013.49,137602,1349,584,792312,0.08,0.04,0.46,5,2462,902266,0.14,597
421,End of Year Clearance,9/24/2022,3/29/2022,$5817.57,534032,1725,395,460066,0.05,0.34,0.46,7,9413,192558,0.49,680
422,Spring Sale,8/2/2022,8/30/2022,$4997.06,556261,2559,303,111406,0.09,0.05,0.18,1,2055,621209,0.43,246
423,Spring Sale,10/13/2022,12/3/2022,$8965.66,263986,5413,62,981852,0.07,0.42,0.45,10,9571,671750,0.02,365
424,Spring Sale,1/10/2022,4/22/2022,$5591.86,702429,4280,98,516957,0.06,0.02,0.27,10,1865,662597,0.14,787
425,Spring Sale,7/10/2022,8/16/2022,$7807.81,732114,4741,476,678363,0.08,0.28,0.06,1,8879,127606,0.44,620
426,Summer Campaign,3/31/2022,2/16/2022,$6215.33,867266,2238,71,286122,0.01,0.48,0.46,6,1934,482933,0.49,301
427,Holiday Special,10/15/2022,10/23/2022,$7968.27,576027,9218,860,633572,0.07,0.2,0.38,1,5931,2996,0.27,337
428,Holiday Special,8/19/2022,1/27/2022,$5796.49,484230,3580,271,901920,0.02,0.24,0.37,6,651,363435,0.2,933
429,Summer Campaign,3/4/2022,5/5/2022,$2881.20,335892,2790,840,343463,0.1,0.06,0.17,1,274,160346,0.35,247
430,End of Year Clearance,6/22/2022,8/6/2022,$2995.97,734551,842,642,308021,0.06,0.32,0.39,5,5267,108577,0.25,411
431,Holiday Special,1/8/2022,10/28/2022,$1023.65,706338,1440,139,11308,0.07,0.13,0.13,2,6406,94003,0.26,991
432,Holiday Special,4/2/2022,1/1/2022,$1240.08,496426,2971,735,923432,0.04,0.1,0.33,1,2576,440441,0.41,928
433,Holiday Special,9/13/2022,7/13/2022,$3914.25,194981,4842,628,105923,0.06,0.41,0.09,8,8564,646908,0.08,795
434,Holiday Special,9/29/2022,4/6/2022,$8816.77,115399,9152,569,398510,0.07,0.44,0.22,3,2270,322273,0.39,516
435,Holiday Special,8/9/2022,4/14/2022,$9587.37,115344,7656,393,559105,0.06,0.13,0.05,8,6479,378616,0.36,359
436,Holiday Special,10/1/2022,2/25/2022,$6979.33,323168,2280,182,905500,0.07,0.46,0.39,4,3461,628500,0.36,776
437,Summer Campaign,1/23/2022,11/29/2022,$3745.24,534863,6269,944,595301,0.07,0.13,0.48,8,194,137077,0.38,949
438,Summer Campaign,12/7/2022,8/20/2022,$8033.81,358893,3866,200,608314,0.08,0.29,0.46,8,9919,43545,0.4,358
439,Summer Campaign,12/23/2022,7/16/2022,$8559.27,38664,891,847,12229,0.06,0.15,0.41,10,8219,706457,0.35,752
440,End of Year Clearance,12/22/2022,1/8/2022,$4282.83,538885,9232,710,697482,0.09,0.35,0.37,8,2398,310255,0.35,853
441,Holiday Special,12/24/2022,2/1/2022,$8270.43,658991,4029,480,684643,0.06,0.37,0.36,2,978,616497,0.31,608
442,Back-to-School Promotion,6/1/2022,3/31/2022,$4237.60,162341,3251,846,892400,0.02,0.04,0.39,3,6876,396020,0.5,366
443,Back-to-School Promotion,5/20/2022,1/26/2022,$5134.45,813422,452,838,157991,0.03,0.43,0.5,5,6102,521689,0.35,947
444,Summer Campaign,9/21/2022,9/12/2022,$8199.51,188496,1317,801,122774,0.08,0.21,0.44,1,6679,938181,0.39,201
445,Holiday Special,11/28/2022,5/11/2022,$7525.87,781171,7522,90,138038,0.05,0.18,0.28,9,4399,358507,0.17,305
446,Holiday Special,9/4/2022,1/19/2022,$4565.66,154324,3687,412,41266,0.02,0.05,0.17,7,3863,605924,0.15,417
447,Holiday Special,9/25/2022,9/21/2022,$5540.41,885454,7155,771,544119,0.08,0.48,0.36,3,1201,384299,0.41,738
448,Summer Campaign,8/24/2022,9/9/2022,$6689.54,872550,2906,65,403123,0.03,0.38,0.01,8,1067,738140,0.3,385
449,Holiday Special,5/16/2022,11/10/2022,$6473.02,862308,636,618,866056,0.07,0.32,0.31,2,3304,350644,0.06,708
450,Spring Sale,8/8/2022,1/22/2022,$5873.25,650449,9175,115,622810,0.07,0.31,0.36,3,2481,564140,0.43,611
451,End of Year Clearance,10/20/2022,10/26/2022,$3576.41,449414,9420,320,77790,0.01,0.29,0.15,4,4147,658190,0.11,468
452,Summer Campaign,4/17/2022,10/5/2022,$4648.63,131693,2538,120,325635,0.09,0.21,0.22,8,3464,430925,0.34,698
453,Back-to-School Promotion,5/12/2022,2/5/2022,$6022.85,363209,7817,402,573895,0.09,0.11,0.49,9,8257,814604,0.13,971
454,Holiday Special,9/30/2022,7/11/2022,$4013.99,605397,9059,118,677765,0.02,0.03,0.42,1,5588,352983,0.22,57
455,Back-to-School Promotion,6/10/2022,8/12/2022,$4583.86,754312,4635,817,382821,0.08,0.13,0.13,2,8894,753710,0.09,627
456,Holiday Special,3/25/2022,8/12/2022,$8527.06,11769,8928,326,730500,0.05,0.06,0.37,3,1484,45612,0.12,135
457,Back-to-School Promotion,10/21/2022,6/5/2022,$9881.45,708435,2674,270,135998,0.05,0.34,0.13,6,8710,344088,0.07,431
458,Spring Sale,5/2/2022,4/12/2022,$3763.20,168247,7846,493,619983,0.05,0.21,0.1,4,4875,342934,0.41,234
459,Back-to-School Promotion,4/15/2022,11/28/2022,$5499.55,412528,2439,322,438561,0.05,0.4,0.22,9,4045,733482,0.47,736
460,Back-to-School Promotion,8/13/2022,6/7/2022,$5567.37,658273,5876,30,472749,0.06,0.49,0.33,10,7288,740036,0.37,435
461,Back-to-School Promotion,12/23/2022,8/20/2022,$3090.69,337466,3993,272,896373,0.06,0.09,0.26,2,8086,276985,0.11,584
462,Spring Sale,11/25/2022,10/13/2022,$1117.54,130412,9883,625,122622,0.04,0.23,0.12,8,4061,559506,0.19,127
463,End of Year Clearance,1/7/2022,2/22/2022,$7812.84,439334,1469,74,655453,0.05,0.27,0.43,2,5192,366015,0.16,392
464,Holiday Special,1/4/2022,3/29/2022,$9943.13,698680,7512,511,608562,0.07,0.29,0.11,7,3752,555512,0.15,420
465,Summer Campaign,10/14/2022,5/24/2022,$1535.21,593156,1837,536,619489,0.09,0.22,0.11,7,9267,986638,0.19,436
466,Back-to-School Promotion,9/3/2022,7/14/2022,$4075.64,347100,6461,837,332616,0.03,0.05,0.46,1,5218,117021,0.22,281
467,Holiday Special,10/29/2022,1/14/2022,$2125.99,374861,1799,361,379240,0.05,0.44,0.35,1,1946,707201,0.04,993
468,Holiday Special,7/24/2022,2/17/2022,$3006.16,224627,6752,842,437419,0.08,0.45,0.13,3,8209,68675,0.03,917
469,Back-to-School Promotion,1/28/2022,2/17/2022,$7781.59,941119,1393,517,572619,0.01,0.33,0.05,6,7879,6355,0.39,316
470,Holiday Special,11/13/2022,1/22/2022,$8695.98,228797,9663,729,891852,0.05,0.08,0.07,3,8082,484864,0.5,390
471,Holiday Special,12/27/2022,6/18/2022,$5488.58,990106,5166,517,517384,0.07,0.24,0.49,5,6399,403351,0.05,151
472,Holiday Special,6/3/2022,1/24/2022,$1597.71,679029,8276,503,44520,0.07,0.25,0.24,9,3238,65042,0.37,150
473,End of Year Clearance,3/30/2022,7/21/2022,$1788.10,248419,3136,885,885534,0.04,0.35,0.13,3,7516,933023,0.47,495
474,Spring Sale,6/2/2022,1/17/2022,$9016.57,831070,8043,913,564878,0.03,0.15,0.4,9,4740,465790,0.31,595
475,Summer Campaign,5/11/2022,12/1/2022,$4151.67,280307,976,715,928509,0.04,0.38,0.37,5,9653,469971,0.07,999
476,Holiday Special,5/29/2022,7/3/2022,$2213.30,893485,8361,276,932326,0.02,0.21,0.36,7,7346,211108,0.44,373
477,Summer Campaign,11/26/2022,7/28/2022,$8990.21,342468,6693,605,382315,0.04,0.42,0.13,6,9275,998208,0.36,625
478,Holiday Special,7/28/2022,4/12/2022,$1706.11,144883,5246,723,599926,0.07,0.38,0.03,5,5810,914420,0.49,572
479,Back-to-School Promotion,2/5/2022,7/16/2022,$8986.09,219416,1102,151,956051,0.06,0.37,0.12,2,511,479647,0.22,29
480,Spring Sale,7/31/2022,10/17/2022,$2283.55,598721,4997,655,350363,0.09,0.02,0.2,4,6860,453604,0.29,513
481,End of Year Clearance,11/10/2022,1/31/2022,$5322.92,100753,5651,411,143585,0.07,0.34,0.47,10,8153,167814,0.38,649
482,Back-to-School Promotion,8/14/2022,4/8/2022,$8333.40,266311,3478,699,113720,0.05,0.22,0.08,4,1218,98822,0.05,261
483,Back-to-School Promotion,6/26/2022,5/31/2022,$3262.03,500714,6990,805,967367,0.09,0.28,0.35,10,8335,606044,0.14,129
484,Summer Campaign,2/24/2022,2/19/2022,$2465.65,187159,7590,427,777324,0.04,0.29,0.29,7,3401,404085,0.12,139
485,Holiday Special,2/18/2022,5/25/2022,$8479.92,42970,1414,465,850157,0.08,0.23,0.48,7,2698,974214,0.05,746
486,Holiday Special,2/6/2022,8/17/2022,$6634.72,116093,3944,466,775939,0.08,0.3,0.41,10,896,169699,0.02,313
487,End of Year Clearance,8/1/2022,9/11/2022,$6145.17,270948,193,611,446600,0.04,0.03,0.23,3,6339,665047,0.29,37
488,End of Year Clearance,8/1/2022,8/8/2022,$4177.98,331056,9004,897,276723,0.09,0.4,0.3,7,7647,249818,0.26,540
489,Holiday Special,9/19/2022,12/3/2022,$9603.77,637198,2964,166,547933,0.03,0.05,0.05,8,2286,579241,0.02,691
490,Summer Campaign,9/13/2022,10/5/2022,$2654.12,65378,6470,835,897296,0.05,0.29,0.07,4,8743,170589,0.41,931
491,Back-to-School Promotion,10/10/2022,9/22/2022,$2429.94,244059,9383,972,415067,0.01,0.26,0.03,2,5647,676655,0.19,128
492,End of Year Clearance,8/5/2022,3/24/2022,$4606.01,154632,7985,363,201331,0.06,0.02,0.22,4,5665,375295,0.09,251
493,Holiday Special,4/14/2022,10/10/2022,$8874.43,938982,2189,233,286656,0.04,0.05,0.37,4,5268,940318,0.44,996
494,Back-to-School Promotion,9/21/2022,5/23/2022,$7415.39,855042,4592,209,403995,0.1,0.34,0.5,3,5046,539958,0.2,145
495,Holiday Special,4/15/2022,3/14/2022,$6270.98,712733,4870,729,675802,0.07,0.4,0.43,5,6880,310230,0.35,23
496,Back-to-School Promotion,2/8/2022,10/11/2022,$1117.60,463532,1044,157,955522,0.04,0.44,0.23,7,8617,239990,0.04,933
497,Summer Campaign,4/3/2022,1/8/2022,$7929.12,269031,497,298,794137,0.06,0.18,0.36,2,2939,645198,0.1,342
498,Spring Sale,6/13/2022,1/21/2022,$6037.58,38713,521,844,521925,0.07,0.19,0.31,1,5910,40931,0.36,802
499,End of Year Clearance,8/23/2022,9/27/2022,$6652.32,725016,3256,570,667505,0.03,0.03,0.28,3,7244,258277,0.23,614
500,Back-to-School Promotion,12/15/2022,9/4/2022,$2594.84,826785,581,362,588605,0.04,0.11,0.29,7,3691,792858,0.42,988
501,End of Year Clearance,4/8/2022,12/8/2022,$4153.51,991463,1138,92,584856,0.05,0.03,0.02,6,5183,840664,0.14,595
502,Spring Sale,4/15/2022,11/28/2022,$3259.52,287639,6130,576,662302,0.01,0.4,0.37,6,3732,906083,0.44,899
503,Holiday Special,5/26/2022,11/13/2022,$8521.51,507669,746,786,698453,0.09,0.01,0.28,6,8736,272043,0.31,714
504,Back-to-School Promotion,10/2/2022,3/7/2022,$6600.88,367675,8395,881,640519,0.08,0.3,0.16,6,6183,210315,0.26,690
505,Holiday Special,12/26/2022,3/30/2022,$1410.31,866704,2627,355,478154,0.07,0.49,0.01,6,6414,534228,0.02,855
506,Holiday Special,12/4/2022,8/4/2022,$9459.38,999966,7393,714,427201,0.04,0.41,0.09,7,1657,459341,0.1,604
507,Back-to-School Promotion,11/14/2022,8/31/2022,$4180.99,385820,7643,817,876745,0.07,0.5,0.09,3,1272,281542,0.06,477
508,Spring Sale,7/3/2022,6/22/2022,$8114.31,224791,2662,409,744136,0.06,0.02,0.06,1,2521,437103,0.15,701
509,End of Year Clearance,5/11/2022,1/20/2022,$8759.57,795863,938,703,750604,0.02,0.38,0.02,9,8528,318012,0.28,537
510,End of Year Clearance,1/15/2022,3/28/2022,$4828.20,275852,6934,481,782746,0.02,0.18,0.42,6,9001,426094,0.29,723
511,Spring Sale,10/7/2022,5/22/2022,$7821.30,325638,239,71,796357,0.03,0.15,0.37,2,2846,67618,0.45,475
512,Holiday Special,8/10/2022,4/11/2022,$2569.59,728111,1113,352,465067,0.08,0.4,0.25,10,693,973809,0.48,54
513,Summer Campaign,1/12/2022,7/8/2022,$1670.80,423214,6057,554,709424,0.03,0.08,0.19,8,1989,928297,0.09,726
514,Summer Campaign,5/28/2022,4/17/2022,$3731.95,443268,9901,561,45631,0.09,0.46,0.25,3,9626,818040,0.15,165
515,Spring Sale,12/29/2022,4/28/2022,$1030.37,245177,6777,1000,339204,0.02,0.43,0.31,1,2669,921003,0.01,137
516,Summer Campaign,10/4/2022,4/12/2022,$4158.28,914615,8740,502,821962,0.05,0.38,0.34,4,2166,939146,0.05,844
517,Holiday Special,9/12/2022,8/3/2022,$1280.30,953354,929,380,205545,0.07,0.25,0.12,3,393,38761,0.43,510
518,Spring Sale,8/6/2022,11/21/2022,$4388.26,159510,1087,887,516597,0.03,0.11,0.03,5,8169,826460,0.41,825
519,End of Year Clearance,8/29/2022,6/16/2022,$3512.31,229022,214,181,382858,0.04,0.09,0.43,8,2877,842414,0.21,456
520,Spring Sale,7/19/2022,1/7/2022,$4437.62,897458,8000,711,566001,0.05,0.26,0.35,3,6971,742831,0.05,540
521,Spring Sale,12/25/2022,5/30/2022,$6464.88,272637,2186,635,264894,0.05,0.28,0.39,10,3594,608443,0.13,250
522,Holiday Special,9/4/2022,7/30/2022,$8813.62,947523,2440,560,328767,0.08,0.04,0.12,8,8852,541806,0.48,607
523,End of Year Clearance,9/7/2022,5/20/2022,$8170.48,499387,9232,267,602316,0.04,0.11,0.05,5,4277,645039,0.33,315
524,Back-to-School Promotion,1/13/2022,11/23/2022,$1515.61,209695,4817,854,84647,0.07,0.43,0.27,1,4889,150238,0.29,456
525,Spring Sale,5/9/2022,12/11/2022,$7151.96,243978,2308,541,675970,0.05,0.12,0.04,10,6422,829029,0.06,48
526,Summer Campaign,7/2/2022,4/4/2022,$3727.53,257346,3403,849,986658,0.02,0.21,0.11,9,6497,293549,0.48,55
527,End of Year Clearance,4/9/2022,7/12/2022,$2010.51,214122,1433,193,957205,0.03,0.49,0.07,2,7545,281122,0.32,582
528,Holiday Special,8/30/2022,7/25/2022,$2170.54,664457,9173,570,624901,0.04,0.17,0.28,5,6197,849504,0.09,922
529,Summer Campaign,8/3/2022,2/15/2022,$4465.87,680313,7633,804,761410,0.08,0.48,0.16,9,6004,707401,0.39,522
530,Back-to-School Promotion,7/7/2022,1/31/2022,$2672.02,698736,5042,391,370535,0.02,0.33,0.19,10,907,327841,0.39,175
531,Back-to-School Promotion,5/11/2022,6/22/2022,$8772.71,591058,9925,571,336523,0.02,0.03,0.39,2,8395,92778,0.29,418
532,End of Year Clearance,12/13/2022,7/7/2022,$3286.61,152972,1772,378,940071,0.09,0.27,0.26,3,5613,163656,0.05,858
533,Back-to-School Promotion,1/15/2022,8/10/2022,$6476.00,677979,7486,784,975979,0.02,0.33,0.22,8,395,543032,0.1,107
534,Spring Sale,1/18/2022,6/25/2022,$1846.12,239210,4578,672,634271,0.02,0.15,0.29,7,7966,602724,0.33,323
535,End of Year Clearance,3/4/2022,11/23/2022,$3792.69,59025,7836,867,975798,0.03,0.44,0.09,9,7747,464655,0.28,253
536,End of Year Clearance,2/12/2022,6/25/2022,$1857.51,118604,2151,539,602574,0.01,0.24,0.45,9,6175,889527,0.14,896
537,Back-to-School Promotion,4/2/2022,8/30/2022,$2560.32,581135,7433,82,512981,0.08,0.05,0.19,6,1098,57096,0.18,475
538,Back-to-School Promotion,4/16/2022,3/30/2022,$4563.57,334608,5358,85,132585,0.06,0.01,0.46,3,782,835825,0.02,130
539,Spring Sale,10/3/2022,5/3/2022,$8938.03,439802,8169,187,77698,0.03,0.43,0.02,2,2616,784762,0.11,984
540,End of Year Clearance,7/24/2022,11/7/2022,$4740.40,132059,9943,571,720472,0.09,0.22,0.04,10,1342,588023,0.14,612
541,Spring Sale,4/21/2022,1/27/2022,$1020.66,135492,4918,820,730225,0.01,0.07,0.4,7,2590,307023,0.36,765
542,Spring Sale,9/13/2022,1/22/2022,$8706.80,179570,332,191,942412,0.07,0.32,0.11,3,3628,416044,0.08,488
543,Holiday Special,2/21/2022,5/14/2022,$5852.20,695836,6374,596,117801,0.07,0.15,0.25,4,7064,858816,0.49,448
544,Holiday Special,4/14/2022,7/7/2022,$4362.35,939438,6796,820,340602,0.07,0.24,0.26,1,4172,549755,0.18,736
545,Spring Sale,6/21/2022,5/14/2022,$7985.55,850915,5515,581,700067,0.03,0.01,0.36,7,7040,278138,0.36,235
546,Back-to-School Promotion,1/26/2022,4/22/2022,$6311.97,332640,7795,922,640198,0.06,0.32,0.37,1,562,337958,0.19,996
547,End of Year Clearance,8/27/2022,10/2/2022,$5256.52,873933,9225,243,786504,0.07,0.13,0.03,1,6216,740758,0.46,372
548,Back-to-School Promotion,2/19/2022,7/16/2022,$2471.38,340492,151,660,146324,0.08,0.11,0.42,10,7858,319500,0.42,401
549,Back-to-School Promotion,6/27/2022,12/13/2022,$7020.14,289627,5335,634,897743,0.07,0.47,0.22,9,3198,999577,0.11,852
550,Summer Campaign,11/18/2022,10/10/2022,$5576.86,633670,9206,864,731567,0.06,0.47,0.26,6,5886,163113,0.05,34
551,Back-to-School Promotion,2/13/2022,9/23/2022,$4004.88,368877,7650,182,665762,0.07,0.38,0.33,9,6737,415562,0.47,53
552,End of Year Clearance,4/17/2022,5/3/2022,$9318.27,720888,9344,399,769260,0.1,0.35,0.18,6,2108,12532,0.37,280
553,Holiday Special,9/23/2022,3/15/2022,$1849.64,384465,9677,56,907289,0.06,0.06,0.19,4,4839,419406,0.04,73
554,End of Year Clearance,11/5/2022,5/16/2022,$2498.96,836965,490,522,69356,0.05,0.02,0.07,7,3843,626047,0.36,625
555,Summer Campaign,5/26/2022,6/11/2022,$5211.94,362290,4380,913,850053,0.08,0.15,0.19,10,3568,59902,0.12,450
556,Summer Campaign,1/19/2022,12/18/2022,$5181.53,249654,6442,634,946115,0.01,0.49,0.22,1,9825,614351,0.08,440
557,Back-to-School Promotion,7/2/2022,6/25/2022,$2688.62,988661,6360,617,328954,0.05,0.44,0.13,6,7700,523103,0.28,241
558,Holiday Special,2/9/2022,8/21/2022,$4155.33,125891,6228,202,53752,0.05,0.26,0.29,3,1074,414787,0.16,170
559,Back-to-School Promotion,3/12/2022,11/18/2022,$8888.62,98592,9687,746,228934,0.07,0.37,0.17,9,5342,902588,0.5,589
560,Holiday Special,9/27/2022,11/5/2022,$5207.89,751046,5175,845,836094,0.04,0.38,0.15,3,5133,474872,0.43,158
561,End of Year Clearance,11/24/2022,9/7/2022,$7983.38,511211,2917,381,148911,0.06,0.46,0.02,3,7187,255631,0.04,541
562,Summer Campaign,7/13/2022,5/12/2022,$1690.83,712519,1760,772,405048,0.09,0.06,0.18,3,7844,308032,0.19,355
563,Holiday Special,10/24/2022,10/27/2022,$9978.96,890492,1106,156,909185,0.1,0.3,0.26,6,7192,864196,0.34,276
564,End of Year Clearance,2/3/2022,5/13/2022,$1043.68,269867,9261,525,480760,0.06,0.3,0.46,7,7735,78047,0.47,100
565,Spring Sale,7/23/2022,3/5/2022,$6711.71,87206,251,359,398454,0.06,0.41,0.22,5,5319,409909,0.08,219
566,End of Year Clearance,9/23/2022,8/10/2022,$9046.01,512686,5105,599,875556,0.04,0.46,0.14,2,6565,61379,0.45,989
567,Back-to-School Promotion,10/20/2022,10/23/2022,$9901.39,751758,2606,380,898365,0.05,0.35,0.12,6,2127,49209,0.05,223
568,Spring Sale,4/29/2022,8/21/2022,$5482.10,715669,6788,36,579505,0.06,0.46,0.2,10,9328,806053,0.44,739
569,Summer Campaign,5/8/2022,11/26/2022,$9058.17,32009,8029,304,522051,0.08,0.04,0.1,5,5648,713301,0.45,505
570,Summer Campaign,8/30/2022,6/25/2022,$1805.24,208273,2368,677,892173,0.05,0.13,0.04,7,4551,355114,0.39,94
571,Spring Sale,3/20/2022,4/13/2022,$7542.66,268151,7803,198,274549,0.01,0.03,0.06,8,4093,510016,0.22,689
572,Spring Sale,11/23/2022,1/18/2022,$9782.01,861932,9461,335,211263,0.04,0.21,0.26,8,3127,183486,0.26,408
573,Summer Campaign,9/18/2022,6/30/2022,$3345.57,612961,8459,293,757046,0.08,0.48,0.37,9,8162,278347,0.18,561
574,End of Year Clearance,8/18/2022,12/14/2022,$9113.51,129845,3814,599,359748,0.04,0.07,0.1,2,4290,970227,0.05,213
575,End of Year Clearance,9/16/2022,7/9/2022,$4205.53,11849,6262,264,523898,0.06,0.39,0.22,3,4913,302231,0.33,762
576,Holiday Special,11/30/2022,8/10/2022,$1862.52,404827,9324,524,674874,0.08,0.19,0.06,10,6804,630684,0.21,682
577,Spring Sale,1/18/2022,9/10/2022,$5927.87,98167,6783,37,529372,0.09,0.17,0.15,6,3047,259203,0.11,424
578,Holiday Special,11/10/2022,9/25/2022,$3963.62,131634,412,245,173501,0.01,0.18,0.45,4,5197,798924,0.09,941
579,Spring Sale,5/26/2022,8/4/2022,$4933.82,898178,6091,438,395637,0.08,0.29,0.34,6,7418,25216,0.04,982
580,Summer Campaign,10/24/2022,12/26/2022,$8934.13,319479,6654,77,80633,0.02,0.15,0.23,5,1699,298116,0.29,221
581,Spring Sale,11/8/2022,5/15/2022,$3917.11,170634,1424,614,147517,0.05,0.4,0.09,5,7448,138304,0.04,144
582,Back-to-School Promotion,11/30/2022,11/30/2022,$1642.90,108516,7328,720,833225,0.1,0.24,0.05,4,7661,570412,0.47,799
583,Spring Sale,6/23/2022,12/3/2022,$2780.70,244363,8167,74,624926,0.01,0.24,0.36,6,6143,982698,0.13,596
584,Spring Sale,8/30/2022,7/7/2022,$3529.65,670445,1862,329,893320,0.05,0.1,0.22,5,1866,309530,0.42,166
585,Back-to-School Promotion,7/21/2022,5/25/2022,$9483.03,531388,9353,964,579533,0.02,0.36,0.09,10,1230,453584,0.24,776
586,Back-to-School Promotion,6/18/2022,7/31/2022,$4168.94,732535,5256,494,548744,0.07,0.05,0.48,7,4598,556596,0.14,23
587,End of Year Clearance,8/4/2022,3/15/2022,$7636.05,49433,5932,169,978122,0.04,0.49,0.12,2,3320,432103,0.23,978
588,Back-to-School Promotion,2/23/2022,4/15/2022,$4507.25,60249,605,494,974272,0.06,0.06,0.27,3,5923,868449,0.13,609
589,Spring Sale,10/10/2022,5/19/2022,$1033.91,139874,8137,698,396858,0.09,0.18,0.09,5,3834,130997,0.44,36
590,Holiday Special,12/29/2022,10/27/2022,$7071.67,971072,6379,184,276196,0.08,0.4,0.46,3,9815,300434,0.27,359
591,Back-to-School Promotion,10/14/2022,1/26/2022,$8414.80,212557,632,947,395487,0.04,0.28,0.18,2,1522,942343,0.35,681
592,Summer Campaign,8/12/2022,7/25/2022,$7270.48,906278,6935,183,798688,0.02,0.03,0.36,1,2250,399006,0.48,271
593,End of Year Clearance,1/6/2022,12/6/2022,$1054.83,36918,6954,388,80407,0.03,0.43,0.23,6,2469,133061,0.47,139
594,Back-to-School Promotion,7/29/2022,9/25/2022,$7021.83,815343,6100,87,971652,0.04,0.37,0.39,10,314,170447,0.39,752
595,End of Year Clearance,7/3/2022,10/23/2022,$7677.68,998678,9657,913,301043,0.06,0.09,0.27,9,872,873415,0.31,735
596,Holiday Special,7/20/2022,2/8/2022,$4701.16,963040,887,544,264528,0.1,0.46,0.4,4,5316,838038,0.28,634
597,End of Year Clearance,6/5/2022,11/9/2022,$6478.38,256023,253,346,932127,0.05,0.45,0.37,3,4491,998140,0.09,595
598,Holiday Special,6/9/2022,5/6/2022,$2580.66,634360,667,997,199202,0.04,0.21,0.28,5,5595,78948,0.03,165
599,Spring Sale,11/1/2022,5/18/2022,$9494.24,659400,2598,770,965068,0.09,0.12,0.36,5,2553,341577,0.48,127
600,Spring Sale,8/17/2022,6/9/2022,$8510.87,929984,3971,174,866251,0.05,0.05,0.47,9,9944,32377,0.28,584
601,Spring Sale,11/30/2022,11/12/2022,$8545.77,655734,6661,974,755230,0.08,0.36,0.32,4,5472,810105,0.11,319
602,End of Year Clearance,11/5/2022,3/11/2022,$7200.07,279350,2248,364,548703,0.07,0.46,0.29,3,4648,779671,0.45,929
603,Back-to-School Promotion,11/13/2022,10/16/2022,$3965.15,849009,8814,383,227845,0.1,0.17,0.18,6,6717,6420,0.15,152
604,Summer Campaign,11/2/2022,12/27/2022,$3362.49,971295,9884,862,276592,0.05,0.05,0.18,2,2293,239188,0.15,491
605,End of Year Clearance,12/29/2022,11/30/2022,$2502.96,28525,844,811,22544,0.08,0.4,0.4,1,5963,896480,0.35,856
606,Summer Campaign,1/3/2022,1/29/2022,$1641.08,778821,7113,596,65552,0.05,0.49,0.43,8,3699,193767,0.35,12
607,Holiday Special,6/2/2022,4/9/2022,$3220.45,554263,3493,83,668529,0.03,0.25,0.02,8,4895,767103,0.05,791
608,Back-to-School Promotion,4/9/2022,4/29/2022,$6727.83,610680,7362,725,465683,0.06,0.02,0.15,9,3697,74889,0.21,650
609,Back-to-School Promotion,3/10/2022,4/22/2022,$1361.18,937970,4754,578,889799,0.08,0.35,0.1,6,2612,451315,0.02,246
610,Summer Campaign,5/18/2022,6/9/2022,$7222.50,296692,8033,899,265082,0.02,0.43,0.41,9,5492,201906,0.49,644
611,Holiday Special,1/10/2022,5/9/2022,$7120.39,951011,5938,764,65515,0.05,0.18,0.26,5,4637,660976,0.04,427
612,Summer Campaign,6/29/2022,4/10/2022,$8904.48,202097,7194,730,422953,0.08,0.23,0.02,10,9716,576944,0.4,713
613,Holiday Special,11/15/2022,3/22/2022,$2069.46,264824,1085,10,574052,0.09,0.14,0.18,4,2923,210859,0.24,720
614,End of Year Clearance,2/24/2022,10/4/2022,$4349.93,686837,6595,765,931282,0.01,0.16,0.16,4,2971,148441,0.11,306
615,Holiday Special,5/30/2022,11/9/2022,$4406.37,861389,3214,329,715027,0.01,0.33,0.17,10,8731,316963,0.41,952
